"","intensityThreshold","orgBudget","repairRatio","extremeWeatherDamage","adaptThreshold","maxPrevention","param_set_id","mean_infra","org_repair_budget","org_vulnerability","repair_cost","extreme_weather_frequency","prevention","damage","run_id","run_duration"
"190",0,300,0.8,6,1,0,64,4.41975308641975,10.4,0.917613050994209,3289,100,0,6,2,0.840215921401978
"191",0,300,0.8,6,1,0,64,4.44444444444444,10.4,0.908700858598259,3429,100,0,6,3,0.813544988632202
"192",0,300,0.8,6,1,0,64,4.38271604938272,10.4,0.917877619557206,3559,100,0,6,1,0.708597898483276
"193",0,400,0.8,6,1,0,65,5.59259259259259,15.2,0.894139848871588,3848,100,0,6,3,0.810256004333496
"194",0,400,0.8,6,1,0,65,5.62962962962963,13.6,0.893785412948803,3310,100,0,6,2,0.759446144104004
"195",0,400,0.8,6,1,0,65,5.62962962962963,14.4,0.894169596006597,4101,100,0,6,1,0.843230962753296
"196",0,500,0.8,6,1,0,66,6.66666666666667,17.6,0.864739864358601,3407,100,0,6,3,0.717023849487305
"197",0,500,0.8,6,1,0,66,6.77777777777778,18.4,0.886987958666112,3470,100,0,6,2,1.06664299964905
"198",0,500,0.8,6,1,0,66,6.72839506172839,16.8,0.864664594710757,3168,100,0,6,1,0.971585988998413
"199",0,0,1,6,1,0,67,1,0,1,3832,100,0,6,2,1.07094216346741
"200",0,0,1,6,1,0,67,1,0,1,4300,100,0,6,1,0.804533958435059
"201",0,0,1,6,1,0,67,1,0,1,4151,100,0,6,3,1.03992009162903
"202",0,100,1,6,1,0,68,2.20987654320988,2,0.976400213948107,3543,100,0,6,2,0.85642409324646
"203",0,100,1,6,1,0,68,2.22222222222222,1,0.97633238054694,3955,100,0,6,1,0.920712947845459
"204",0,100,1,6,1,0,68,2.23456790123457,1,0.976273591599262,3836,100,0,6,3,0.881618976593018
"205",0,200,1,6,1,0,69,3.45679012345679,2,0.952605972146202,3462,100,0,6,1,0.742100954055786
"206",0,200,1,6,1,0,69,3.39506172839506,1,0.952881216914898,3992,100,0,6,3,0.77537989616394
"207",0,200,1,6,1,0,69,3.2716049382716,2,0.953406131640891,4161,100,0,6,2,0.736822128295898
"208",0,300,1,6,1,0,70,4.35802469135802,1,0.931042166191576,3830,100,0,6,1,0.805989027023315
"209",0,300,1,6,1,0,70,4.72839506172839,1,0.928989429447534,4170,100,0,6,3,0.793871879577637
"210",0,300,1,6,1,0,70,4.46913580246914,1,0.919157504516223,3739,100,0,6,2,0.816158056259155
"211",0,400,1,6,1,0,71,5.33333333333333,1,0.913912014602531,3514,100,0,6,3,0.908128976821899
"212",0,400,1,6,1,0,71,5.50617283950617,1,0.898628255683617,3721,100,0,6,2,1.17111301422119
"213",0,400,1,6,1,0,71,5.61728395061728,1,0.896910141381834,3612,100,0,6,1,1.19562697410583
"214",0,500,1,6,1,0,72,6.80246913580247,1,0.872273939681238,3006,100,0,6,2,1.02410101890564
"215",0,500,1,6,1,0,72,6.61728395061728,1,0.875944504227087,3651,100,0,6,3,1.09090495109558
"216",0,500,1,6,1,0,72,6.82716049382716,1,0.872467057971355,3861,100,0,6,1,0.963617086410522
"217",0,0,0,11,1,0,73,1,0,1,4104,100,0,11,3,0.844718933105469
"218",0,0,0,11,1,0,73,1,0,1,3573,100,0,11,2,0.824193954467773
"219",0,0,0,11,1,0,73,1,0,1,3656,100,0,11,1,1.068843126297
"220",0,100,0,11,1,0,74,1,0,1,4209,100,0,11,2,0.930475950241089
"221",0,100,0,11,1,0,74,1,0,1,3923,100,0,11,3,0.81924295425415
"222",0,100,0,11,1,0,74,1,0,1,3949,100,0,11,1,0.79577898979187
"223",0,200,0,11,1,0,75,1,0,1,4255,100,0,11,3,0.87380313873291
"224",0,200,0,11,1,0,75,1,0,1,3973,100,0,11,2,0.845295906066895
"225",0,200,0,11,1,0,75,1,0,1,3537,100,0,11,1,0.90625
"226",0,300,0,11,1,0,76,1,0,1,4306,100,0,11,2,0.827816963195801
"227",0,300,0,11,1,0,76,1,0,1,3872,100,0,11,3,0.873471975326538
"228",0,300,0,11,1,0,76,1,0,1,3909,100,0,11,1,0.89724588394165
"229",0,400,0,11,1,0,77,1,0,1,4063,100,0,11,3,0.901443004608154
"230",0,400,0,11,1,0,77,1,0,1,3895,100,0,11,2,0.995211124420166
"231",0,400,0,11,1,0,77,1,0,1,3927,100,0,11,1,1.07695698738098
"232",0,500,0,11,1,0,78,1,0,1,3809,100,0,11,2,0.954258918762207
"233",0,500,0,11,1,0,78,1,0,1,3765,100,0,11,3,0.926047086715698
"234",0,500,0,11,1,0,78,1,0,1,3854,100,0,11,1,0.856549978256226
"235",0,0,0.2,11,1,0,79,1,0,1,4250,100,0,11,3,0.930354833602905
"236",0,0,0.2,11,1,0,79,1,0,1,3751,100,0,11,2,1.02744817733765
"237",0,0,0.2,11,1,0,79,1,0,1,3970,100,0,11,1,0.975647926330566
"238",0,100,0.2,11,1,0,80,1.19753086419753,13,0.978727445394112,3949,100,0,11,2,0.845426082611084
"239",0,100,0.2,11,1,0,80,1.19753086419753,13,0.988380537400145,3810,100,0,11,3,0.913233995437622
"240",0,100,0.2,11,1,0,80,1.19753086419753,13,0.978395061728395,3989,100,0,11,1,1.02881002426147
"241",0,200,0.2,11,1,0,81,1.76543209876543,26.2,0.964723365340649,4032,100,0,11,2,0.9619140625
"242",0,200,0.2,11,1,0,81,1.76543209876543,25.8,0.961783072894184,3858,100,0,11,1,0.988443851470947
"243",0,200,0.2,11,1,0,81,1.76543209876543,25.8,0.964725180411455,4106,100,0,11,3,0.908138990402222
"244",0,300,0.2,11,1,0,82,2.38271604938272,38.6,0.963929291414672,3572,100,0,11,1,0.862128973007202
"245",0,300,0.2,11,1,0,82,2.34567901234568,38.6,0.957791612275043,3791,100,0,11,2,1.05066609382629
"246",0,300,0.2,11,1,0,82,2.34567901234568,38.8,0.963955183253429,3730,100,0,11,3,0.927270889282227
"247",0,400,0.2,11,1,0,83,2.98765432098765,51.4,0.957473675814397,3936,100,0,11,1,0.914470195770264
"248",0,400,0.2,11,1,0,83,2.98765432098765,51.4,0.963641860087156,3967,100,0,11,3,0.902037858963013
"249",0,400,0.2,11,1,0,83,2.97530864197531,51.6,0.963646173741598,3975,100,0,11,2,0.929118156433105
"250",0,500,0.2,11,1,0,84,3.55555555555556,64.6,0.963495120575435,3672,100,0,11,3,0.999804019927979
"251",0,500,0.2,11,1,0,84,3.5679012345679,64.2,0.963492152864134,3762,100,0,11,1,1.11292099952698
"252",0,500,0.2,11,1,0,84,3.5679012345679,64.4,0.963492564534231,3963,100,0,11,2,1.10243988037109
"253",0,0,0.4,11,1,0,85,1,0,1,4318,100,0,11,2,0.960855960845947
"254",0,0,0.4,11,1,0,85,1,0,1,3961,100,0,11,3,0.939180135726929
"255",0,0,0.4,11,1,0,85,1,0,1,4132,100,0,11,1,0.946182012557983
"256",0,100,0.4,11,1,0,86,1.54320987654321,15.2,0.965342618528893,4295,100,0,11,3,0.964947938919067
"257",0,100,0.4,11,1,0,86,1.54320987654321,14.8,0.959239662943367,3797,100,0,11,1,1.01885008811951
"258",0,100,0.4,11,1,0,86,1.54320987654321,14.8,0.959239662943367,4530,100,0,11,2,1.21661782264709
"259",0,200,0.4,11,1,0,87,2.49382716049383,30,0.963930277659524,3915,100,0,11,2,1.3495922088623
