"BehaviorSpace results (NetLogo 6.0.2)"
"EW draft 1.nlogo"
"experiment1"
"04/04/2018 19:57:52:203 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-10","10","-10","10"
"[run number]","numMonths","adaptThreshold","adaptCostPerUnit","intensityThreshold","damageRatioThreshold","repairRatio","choose-strategy","interval","maxMemoryLength","changeRepairRatio?","maxPrevention","orgBudget","ExtremeWeatherDamage","cumDamageRatioThreshold","[step]","mean [infraQuality] of serviceArea","mean [infraVulnerability] of serviceArea","mean [currentDamage] of serviceArea","extremeWeatherFreq","mean [prevention] of serviceArea"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","94","7.938271604938271","0.6714259828467921","0","14","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","79","5.728395061728395","0.7433301814783296","4.395061728395062","17","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","93","2.6049382716049383","0.8918857656674422","0","21","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","25","48.25925925925926","0.06062855697591066","0","7","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","99","1.2222222222222223","0.9624392068836515","4.481481481481482","21","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","94","2.6049382716049383","0.8918857656674422","0","21","0"
"11","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","5","10","119","10.975308641975309","0.6487122779147177","0","27","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","38","51.82716049382716","0.05052983740432832","0","6","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","26","48.25925925925926","0.0606285569759107","0","7","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","27","48.25925925925926","0.06062855697591068","0","8","0"
"11","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","5","10","120","10.975308641975309","0.6487122779147179","0","27","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","39","51.82716049382716","0.05052983740432832","0","6","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","95","2.6049382716049383","0.8918857656674422","0","21","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","28","48.25925925925926","0.06062855697591067","0","8","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","80","5.728395061728395","0.7433301814783299","0","17","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","95","7.938271604938271","0.6714259828467923","0","14","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","29","48.25925925925926","0.06062855697591066","0","8","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","96","2.6049382716049383","0.8918857656674422","0","21","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","30","48.25925925925926","0.06062855697591067","0","8","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","31","48.25925925925926","0.06062855697591066","0","8","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","40","51.82716049382716","0.050529837404328336","0","6","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","0","49.49382716049383","0.04924617995484408","0","0","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","100","1.2222222222222223","0.9624392068836513","0","21","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","32","48.25925925925926","0.06062855697591068","0","8","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","41","51.82716049382716","0.050529837404328315","0","6","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","1","49.49382716049383","0.04924617995484407","0","0","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","33","48.25925925925926","0.06062855697591067","0","8","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","97","2.6049382716049383","0.891885765667442","0","21","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","2","49.49382716049383","0.04924617995484408","0","0","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","42","51.82716049382716","0.050529837404328315","0","6","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","34","48.25925925925926","0.06062855697591067","0","9","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","3","49.49382716049383","0.049246179954844094","0","0","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","43","51.82716049382716","0.050529837404328336","0","6","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","35","48.25925925925926","0.06062855697591069","0","9","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","36","48.25925925925926","0.06062855697591068","0","10","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","98","2.6049382716049383","0.8918857656674424","0","21","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","96","7.938271604938271","0.6714259828467922","0","14","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","81","5.728395061728395","0.7433301814783296","0","17","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","37","48.25925925925926","0.06062855697591067","0","10","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","44","51.82716049382716","0.050529837404328336","0","6","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","4","49.49382716049383","0.04924617995484409","0","1","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","101","1.0864197530864197","0.9808641975308642","4.345679012345679","22","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","38","48.25925925925926","0.06062855697591068","0","11","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","45","51.82716049382716","0.050529837404328336","0","6","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","5","49.49382716049383","0.049246179954844066","0","1","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","99","2.1358024691358026","0.920272181962355","4.62962962962963","22","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","97","7.938271604938271","0.6714259828467922","0","14","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","82","5.728395061728395","0.7433301814783297","0","17","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","102","1.0864197530864197","0.9808641975308642","0","22","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","39","48.25925925925926","0.06062855697591068","0","11","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","46","51.82716049382716","0.050529837404328336","0","6","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","6","49.49382716049383","0.04924617995484408","0","1","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","100","2.1358024691358026","0.9202721819623553","0","22","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","98","7.938271604938271","0.6714259828467922","0","14","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","83","5.728395061728395","0.7433301814783296","0","17","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","103","1.0864197530864197","0.9808641975308642","0","22","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","101","2.1358024691358026","0.9202721819623553","0","22","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","84","5.728395061728395","0.7433301814783299","0","17","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","99","7.938271604938271","0.6714259828467919","0","14","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","102","2.1358024691358026","0.920272181962355","0","22","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","40","48.25925925925926","0.06062855697591066","0","11","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","104","1.0493827160493827","0.9901234567901235","4.530864197530864","23","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","85","5.728395061728395","0.7433301814783299","0","17","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","103","2.1358024691358026","0.9202721819623553","0","22","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","100","7.938271604938271","0.6714259828467922","0","14","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","47","51.82716049382716","0.05052983740432832","0","6","0"
"1","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","0","2","3","50.08641975308642","0.038189717941966274","0","0","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","41","48.25925925925926","0.06062855697591066","0","11","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","105","1.0493827160493827","0.9901234567901235","0","23","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","86","5.728395061728395","0.7433301814783297","0","17","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","7","49.49382716049383","0.049246179954844094","0","1","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","48","51.82716049382716","0.05052983740432832","0","6","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","101","7.938271604938271","0.6714259828467921","0","14","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","42","48.25925925925926","0.06062855697591067","0","11","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","104","1.728395061728395","0.9329413455850238","4.160493827160494","23","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","106","1.0493827160493827","0.9901234567901235","0","23","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","87","5.728395061728395","0.7433301814783299","0","17","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","43","48.25925925925926","0.06062855697591068","0","11","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","105","1.728395061728395","0.9329413455850238","0","23","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","102","7.938271604938271","0.6714259828467922","0","14","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","8","49.49382716049383","0.04924617995484408","0","1","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","49","51.82716049382716","0.05052983740432832","0","7","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","44","48.25925925925926","0.060628556975910644","0","12","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","107","1.0493827160493827","0.9901234567901235","0","23","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","103","7.938271604938271","0.6714259828467922","0","14","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","88","4.679012345679013","0.7941348034159087","4.0246913580246915","18","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","45","48.25925925925926","0.06062855697591067","0","12","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","9","49.49382716049383","0.049246179954844066","0","1","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","50","51.82716049382716","0.05052983740432832","0","7","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","106","1.4691358024691359","0.9602418440985269","4.925925925925926","24","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","46","48.25925925925926","0.06062855697591067","0","12","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","108","1.0493827160493827","0.9901234567901235","0","23","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","107","1.4691358024691359","0.9602418440985269","0","24","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","10","49.49382716049383","0.04924617995484407","0","1","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","89","3.802469135802469","0.8402425931822045","4.469135802469136","19","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","51","51.82716049382716","0.050529837404328336","0","8","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","104","6.592592592592593","0.7255392801812428","4.283950617283951","15","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","47","48.25925925925926","0.06062855697591068","0","12","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","108","1.4691358024691359","0.9602418440985269","0","24","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","11","49.49382716049383","0.04924617995484407","0","1","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","109","1.0493827160493827","0.9901234567901235","4.345679012345679","24","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","105","6.592592592592593","0.7255392801812427","0","15","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","90","3.037037037037037","0.8471446128308874","5.012345679012346","20","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","52","51.82716049382716","0.050529837404328336","0","9","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","109","1.4691358024691359","0.9602418440985269","0","24","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","48","48.25925925925926","0.06062855697591068","0","13","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","12","49.49382716049383","0.049246179954844094","0","1","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","53","51.82716049382716","0.05052983740432832","0","9","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","106","6.592592592592593","0.7255392801812428","0","15","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","91","3.037037037037037","0.8471446128308875","0","20","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","110","1.037037037037037","0.9907407407407407","5.012345679012346","25","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","110","1.4691358024691359","0.9602418440985269","0","24","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","49","48.25925925925926","0.0606285569759107","0","13","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","13","49.49382716049383","0.04924617995484409","0","1","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","54","51.82716049382716","0.050529837404328336","0","9","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","92","3.037037037037037","0.8471446128308874","0","20","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","107","6.592592592592593","0.7255392801812429","0","15","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","50","48.25925925925926","0.06062855697591067","0","13","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","111","1.037037037037037","0.9907407407407407","0","25","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","111","1.271604938271605","0.9820426487093153","5.407407407407407","25","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","14","49.49382716049383","0.04924617995484407","0","1","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","51","48.25925925925926","0.06062855697591067","0","13","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","108","6.592592592592593","0.7255392801812429","0","15","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","93","3.037037037037037","0.8471446128308874","0","20","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","55","51.82716049382716","0.050529837404328336","0","9","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","112","1.271604938271605","0.9820426487093153","0","25","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","15","49.49382716049383","0.049246179954844094","0","1","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","52","48.25925925925926","0.060628556975910644","0","13","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","109","6.592592592592593","0.7255392801812428","0","15","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","112","1.037037037037037","0.9907407407407407","0","25","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","56","51.82716049382716","0.050529837404328336","0","9","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","113","1.271604938271605","0.9820426487093153","0","25","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","53","48.25925925925926","0.06062855697591068","0","13","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","94","3.037037037037037","0.8471446128308875","0","20","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","110","6.592592592592593","0.7255392801812428","0","15","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","114","1.271604938271605","0.9820426487093153","0","25","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","54","48.25925925925926","0.060628556975910644","0","13","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","113","1.037037037037037","0.9907407407407407","0","25","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","16","49.49382716049383","0.04924617995484408","0","2","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","55","48.25925925925926","0.06062855697591067","0","13","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","57","51.82716049382716","0.05052983740432834","0","10","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","115","1.271604938271605","0.9820426487093153","0","25","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","111","6.592592592592593","0.7255392801812428","0","15","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","95","3.037037037037037","0.8471446128308877","0","20","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","56","48.25925925925926","0.06062855697591066","0","13","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","114","1.037037037037037","0.9907407407407407","0","25","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","116","1.271604938271605","0.9820426487093153","0","25","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","58","51.82716049382716","0.050529837404328336","0","10","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","112","6.592592592592593","0.7255392801812428","0","15","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","17","49.49382716049383","0.04924617995484408","0","3","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","115","1.037037037037037","0.9907407407407407","0","25","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","96","2.3333333333333335","0.8867180649647259","4.419753086419753","21","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","57","48.25925925925926","0.060628556975910644","0","14","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","117","1.2098765432098766","0.9883401920438958","3.8641975308641974","26","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","59","51.82716049382716","0.05052983740432832","0","11","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","18","49.49382716049383","0.04924617995484409","0","3","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","113","6.592592592592593","0.7255392801812427","0","15","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","116","1.037037037037037","0.9907407407407407","0","25","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","58","48.25925925925926","0.06062855697591069","0","14","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","118","1.2098765432098766","0.9883401920438958","0","26","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","60","51.82716049382716","0.05052983740432832","0","11","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","19","49.49382716049383","0.04924617995484409","0","3","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","117","1.037037037037037","0.9907407407407407","0","25","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","59","48.25925925925926","0.06062855697591066","0","14","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","114","6.592592592592593","0.725539280181243","0","15","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","61","51.82716049382716","0.050529837404328336","0","11","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","20","49.49382716049383","0.04924617995484408","0","3","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","119","1.2098765432098766","0.9883401920438958","0","26","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","60","48.25925925925926","0.06062855697591066","0","14","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","62","51.82716049382716","0.05052983740432832","0","11","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","115","6.592592592592593","0.7255392801812428","0","15","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","118","1.037037037037037","0.9907407407407407","4.345679012345679","26","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","97","2.3333333333333335","0.8867180649647259","0","21","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","61","48.25925925925926","0.06062855697591069","0","14","0"
"18","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","10","120","1.2098765432098766","0.9883401920438958","0","26","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","21","49.49382716049383","0.0492461799548441","0","4","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","63","51.82716049382716","0.050529837404328336","0","11","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","98","2.3333333333333335","0.8867180649647259","0","21","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","62","48.25925925925926","0.0606285569759107","0","14","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","116","6.592592592592593","0.7255392801812429","0","15","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","119","1.037037037037037","0.9907407407407407","0","26","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","22","49.49382716049383","0.04924617995484408","0","4","0"
"15","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","99","2.3333333333333335","0.8867180649647262","0","21","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","63","48.25925925925926","0.06062855697591066","0","14","0"
"19","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","64","51.82716049382716","0.050529837404328315","0","12","0"
"14","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","2","120","1.037037037037037","0.9907407407407407","0","26","0"
"16","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","0","10","5","117","5.45679012345679","0.7585189939647883","3.7160493827160495","16","0"
"20","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","2","64","48.25925925925926","0.06062855697591068","0","14","0"
"21","24","4","1","0.8","0.08","0.5","""rememberFrequency""","11","5","false","0","1000","0","5","23","49.49382716049383","0.04924617995484408","0","4","0"
